Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Strain],Experimental Condition [Media],Experimental Condition [Steps],Experimental Condition [Flow Control],Comment [Preculture],Source Name,Comment [Image File Path],Comment [Image File Type],Channels,Processed Data File
switch_gly_lac,20170920_glyc_lac_6h_1_MMStack_Pos8_preproc_GL19.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.4% glycerol + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,8h: A | 6h: B | ,pressure 15mL | pressure: 2460 / 2140 | flow: 2.3/0.65,- ASC662: OD=0.088 (used 12ml out of 12ml),20170920,Julou_2020_lacInduction_GL_Images/20170920/20170920_glyc_lac_curated/20170920_glyc_lac_6h_1_MMStack_Pos8_preproc_GL19/20170920_glyc_lac_6h_1_MMStack_Pos8_preproc_GL19.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20170920/20170920_glyc_lac_6h_1_MMStack_Pos8_preproc_GL19_frames.txt
switch_gly_lac,20170920_glyc_lac_6h_1_MMStack_Pos8_preproc_GL20.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.4% glycerol + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,8h: A | 6h: B | ,pressure 15mL | pressure: 2460 / 2140 | flow: 2.3/0.65,- ASC662: OD=0.088 (used 12ml out of 12ml),20170920,Julou_2020_lacInduction_GL_Images/20170920/20170920_glyc_lac_curated/20170920_glyc_lac_6h_1_MMStack_Pos8_preproc_GL20/20170920_glyc_lac_6h_1_MMStack_Pos8_preproc_GL20.tif,derived,"Phase Contrast, GFP [epifluorescence]",
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL01_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL01/20161130_switch_IPTG1uM_Pos0_GL01_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL01_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL02_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL02/20161130_switch_IPTG1uM_Pos0_GL02_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL02_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL04_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL04/20161130_switch_IPTG1uM_Pos0_GL04_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL04_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL05_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL05/20161130_switch_IPTG1uM_Pos0_GL05_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL05_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL06_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL06/20161130_switch_IPTG1uM_Pos0_GL06_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL06_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL08_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL08/20161130_switch_IPTG1uM_Pos0_GL08_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL08_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL10_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL10/20161130_switch_IPTG1uM_Pos0_GL10_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL10_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL11_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL11/20161130_switch_IPTG1uM_Pos0_GL11_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL11_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL12_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL12/20161130_switch_IPTG1uM_Pos0_GL12_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL12_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL13_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL13/20161130_switch_IPTG1uM_Pos0_GL13_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL13_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL15_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL15/20161130_switch_IPTG1uM_Pos0_GL15_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL15_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL16_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL16/20161130_switch_IPTG1uM_Pos0_GL16_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL16_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL20_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL20/20161130_switch_IPTG1uM_Pos0_GL20_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL20_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL22_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL22/20161130_switch_IPTG1uM_Pos0_GL22_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL22_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL23_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL23/20161130_switch_IPTG1uM_Pos0_GL23_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL23_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL24_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL24/20161130_switch_IPTG1uM_Pos0_GL24_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL24_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL25_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL25/20161130_switch_IPTG1uM_Pos0_GL25_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL25_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL26_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL26/20161130_switch_IPTG1uM_Pos0_GL26_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL26_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos0_GL27_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos0_GL27/20161130_switch_IPTG1uM_Pos0_GL27_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos0_GL27_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos2_GL01_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos2_GL01/20161130_switch_IPTG1uM_Pos2_GL01_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos2_GL01_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos2_GL02_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos2_GL02/20161130_switch_IPTG1uM_Pos2_GL02_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos2_GL02_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos2_GL03_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos2_GL03/20161130_switch_IPTG1uM_Pos2_GL03_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos2_GL03_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos2_GL04_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos2_GL04/20161130_switch_IPTG1uM_Pos2_GL04_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos2_GL04_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos2_GL06_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos2_GL06/20161130_switch_IPTG1uM_Pos2_GL06_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos2_GL06_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos2_GL07_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos2_GL07/20161130_switch_IPTG1uM_Pos2_GL07_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos2_GL07_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos2_GL08_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos2_GL08/20161130_switch_IPTG1uM_Pos2_GL08_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos2_GL08_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos2_GL10_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos2_GL10/20161130_switch_IPTG1uM_Pos2_GL10_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos2_GL10_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos2_GL12_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos2_GL12/20161130_switch_IPTG1uM_Pos2_GL12_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos2_GL12_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos2_GL13_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos2_GL13/20161130_switch_IPTG1uM_Pos2_GL13_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos2_GL13_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos2_GL14_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos2_GL14/20161130_switch_IPTG1uM_Pos2_GL14_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos2_GL14_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos2_GL15_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos2_GL15/20161130_switch_IPTG1uM_Pos2_GL15_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos2_GL15_frames.txt
switch_withIPTG1uM,20161130_switch_IPTG1uM_Pos2_GL16_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1uM IPTG + 1/100 PB + 1/250 beads,6h: A | 4h: B,pressure 15mL | pressure: 2460 / 2140 | flow: 2.37 / 0.62,- ASC662: OD=0.439 (used 12ml out of 20ml),20161130,Julou_2020_lacInduction_GL_Images/20161130/20161130_switch_IPTG1uM_curated/20161130_switch_IPTG1uM_Pos2_GL16/20161130_switch_IPTG1uM_Pos2_GL16_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20161130/20161130_switch_IPTG1uM_Pos2_GL16_frames.txt
